,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
0,South Africa,Australia,Australia,inns & 78 runs,Cape Town,"Jan 1-4, 1936",Test # 249
1,South Africa,Australia,Australia,inns & 184 runs,Johannesburg,"Feb 15-17, 1936",Test # 250
2,South Africa,Australia,Australia,inns & 6 runs,Durban,"Feb 28-Mar 3, 1936",Test # 251
3,England,India,England,9 wickets,Lord's,"Jun 27-30, 1936",Test # 252
4,England,India,drawn,,Manchester,"Jul 25-28, 1936",Test # 253
5,England,India,England,9 wickets,The Oval,"Aug 15-18, 1936",Test # 254
6,Australia,England,England,322 runs,Brisbane,"Dec 4-9, 1936",Test # 255
7,Australia,England,England,inns & 22 runs,Sydney,"Dec 18-22, 1936",Test # 256
