,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
0,South Africa,England,England,8 wickets,Gqeberha,"Mar 12-13, 1889",Test # 31
1,South Africa,England,England,inns & 202 runs,Cape Town,"Mar 25-26, 1889",Test # 32
