,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
0,New Zealand,Australia,Australia,inns & 103 runs,Wellington,"Mar 29-30, 1946",Test # 275
1,England,India,England,10 wickets,Lord's,"Jun 22-25, 1946",Test # 276
2,England,India,drawn,,Manchester,"Jul 20-23, 1946",Test # 277
3,England,India,drawn,,The Oval,"Aug 17-20, 1946",Test # 278
4,Australia,England,Australia,inns & 332 runs,Brisbane,"Nov 29-Dec 4, 1946",Test # 279
5,Australia,England,Australia,inns & 33 runs,Sydney,"Dec 13-19, 1946",Test # 280
