,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
0,Australia,England,Australia,45 runs,Melbourne,"Mar 15-19, 1877",Test # 1
1,Australia,England,England,4 wickets,Melbourne,"Mar 31-Apr 4, 1877",Test # 2
