,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard
0,England,South Africa,drawn,,Lord's,"Jul 1-3, 1907",Test # 93
1,England,South Africa,England,53 runs,Leeds,"Jul 29-31, 1907",Test # 94
2,England,South Africa,drawn,,The Oval,"Aug 19-21, 1907",Test # 95
3,Australia,England,Australia,2 wickets,Sydney,"Dec 13-19, 1907",Test # 96
