,Player,Opposition,Ground,Match Date,Debut,Time,Mat,Inns,Scorecard
0,SR Tendulkar (INDIA),v Bangladesh,Chattogram,17 Jan 2010,15 Nov 1989,20y 63d,163,266,Test # 1949
1,JH Kallis (ICC/SA),v New Zealand,Cape Town,2 Jan 2013,14 Dec 1995,17y 19d,159,269,Test # 2069
2,RT Ponting (AUS),v India,Adelaide,24 Jan 2012,8 Dec 1995,16y 47d,162,275,Test # 2031
3,R Dravid (ICC/INDIA),v West Indies,Wankhede,22 Nov 2011,20 Jun 1996,15y 155d,160,277,Test # 2019
