,Player,Runs,Mins,Balls,4s,6s,,Team,Opposition,Ground,Match Date,Scorecard
0,RE Foster,287,419,-,37,0,,England,v Australia,Sydney,11 Dec 1903,Test # 78
1,LG Rowe,214,427,-,19,1,,West Indies,v New Zealand,Kingston,16 Feb 1972,Test # 693
2,DSBP Kuruppu,201*,777,548,24,0,,Sri Lanka,v New Zealand,Colombo (CCC),16 Apr 1987,Test # 1074
3,MS Sinclair,214,534,447,22,0,,New Zealand,v West Indies,Wellington,26 Dec 1999,Test # 1478
4,JA Rudolph,222*,521,383,29,2,,South Africa,v Bangladesh,Chattogram,24 Apr 2003,Test # 1640
5,KR Mayers,210*,415,310,20,7,,West Indies,v Bangladesh,Chattogram,3 Feb 2021,Test # 2407
6,DP Conway,200,578,347,22,1,,New Zealand,v England,Lord's,2 Jun 2021,Test # 2422
